URL,Version,Status,OIDs,Name,Title,Description,Used
http://loinc.org,2.82,active,,LOINC,,"This is a place holder for the code system which is fully supported through internal means (not by this code system)","ConceptMap/HddtLungFunctionTemporaryToLoinc"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/hddt-miv-continuous-glucose-measurement,ValueSet/hddt-miv-blood-glucose-measurement,ValueSet/observation-codes,ValueSet/hddt-lung-function-relative-values,ValueSet/hddt-lung-function-testing-values,ValueSet/hddt-lung-function-reference-values,ValueSet/hddt-miv-blood-pressure-value"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/hddt-device-type"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/ucum-units"
https://gematik.de/fhir/hddt/CodeSystem/hddt-lung-function-reference-value-method-codes,1.0.1,active,,HddtLungFunctionReferenceValueMethodCodes,Lung Function Reference Value Method Codes,"Dieses CodeSystem ist Teil der Health Device Data Transfer Spezifikation (HDDT), die Profile, Operationen und ValueSets für den Datenaustausch zwischen  Hilfsmitteln und digitalen Gesundheitsanwendungen (DiGA) definiert. Zentrales Element der HDDT-Spezifikation sind _Mandatory Interoperable Values_ (MIVs). MIVs sind Klassen von Messwerten, die zu definierten Anwendungsfällen und Zwecken von DiGA beitragen.  Der MIV _HddtMivLungFunctionTesting_ erfordert Referenzwerte zur Bewertung gemessener Lungenfunktionswerte. Diese Referenzwerte können mit unterschiedlichen Methoden bestimmt werden. Dieses CodeSystem stellt Codes zur Verfügung, um typische Methoden zur Bestimmung von Lungenfunktions-Referenzwerten auszudrücken.  --  This CodeSystem is part of the Health Device Data Transfer specification (HDDT) which defines profiles, operations, and value sets  for sharing data between medical aids and digital health applications (DiGA). Core of the HDDT specification are _Mandatory Interoperable  Values_ (MIVs). MIVs are classes of measurements that contribute to defined use cases and purposes of DiGA.  The MIV _HddtMivLungFunctionTesting_ requires reference values for evaluating measured lung function values. These reference values can be determined using different methods. This CodeSystem provides codes to express typical methods for determining lung function reference values.","ValueSet/hddt-lung-function-reference-value-method-codes"
https://gematik.de/fhir/hddt/CodeSystem/hddt-lung-function-temporary-codes,1.0.1,active,,HddtLungFunctionTemporaryCodes,Lung Function Temporary Codes,"Temporäre Codes für den MIV _Lung Function Testing_, bis LOINC-Codes verfügbar sind.  --  Temporary codes for the MIV _Lung Function Testing_ until LOINC codes are avaiblable.","ValueSet/hddt-lung-function-relative-values,ValueSet/hddt-lung-function-temporary-codes,ConceptMap/HddtLungFunctionTemporaryToLoinc"
